AO|1952|4232095
AO|1953|4293840
AO|1954|4357527
AO|1955|4423223
AO|1956|4490992
AO|1957|4561361
AO|1958|4635885
AO|1959|4714676
AO|1960|4797344
AO|1961|4752489
AO|1962|4826015
AO|1963|4919586
AO|1964|5026044
AO|1965|5134818
AO|1966|5201250
AO|1967|5247469
AO|1968|5350384
AO|1969|5471641
AO|1970|5605626
AO|1971|5777488
AO|1972|5949453
AO|1973|6115582
AO|1974|6111684
AO|1975|6050398
AO|1976|6157498
AO|1977|6436754
AO|1978|6618702
AO|1979|6848826
AO|1980|7205814
AO|1981|7408390
AO|1982|7614535
AO|1983|7906609
AO|1984|8177924
AO|1985|8389886
AO|1986|8624046
AO|1987|8824466
AO|1988|9032913
AO|1989|9250352
AO|1990|9485357
AO|1991|9739724
AO|1992|10016659
AO|1993|10329977
AO|1994|10658469
AO|1995|10999585
AO|1996|11337007
AO|1997|11670042
AO|1998|12013296
AO|1999|12357509
AO|2000|12682502
AO|2001|12997970
AO|2002|13364900
AO|2003|13815757
AO|2004|14315255
AO|2005|14769556
AO|2006|15202271
AO|2007|15651757
AO|2008|16102061
AO|2009|16565528
AO|2010|17042872
AO|2011|17544728
AO|2012|18056072
AO|2013|18565269
AO|2014|19088106
AO|2015|19625353
AO|2016|20172332
AO|2017|20728849
AO|2018|21299850
AO|2019|21885078
AO|2020|22484029
AO|2021|23096360
AO|2022|23721834
AO|2023|24360110
AO|2024|25010814
AO|2025|25673282
AO|2026|26347197
AO|2027|27032517
AO|2028|27729055
AO|2029|28436625
AO|2030|29154897
AO|2031|29883977
AO|2032|30624087
AO|2033|31375131
AO|2034|32137049
AO|2035|32909768
AO|2036|33693825
AO|2037|34489749
AO|2038|35297433
AO|2039|36116825
AO|2040|36947850
AO|2041|37790765
AO|2042|38645713
AO|2043|39512404
AO|2044|40390570
AO|2045|41279851
AO|2046|42180459
AO|2047|43092389
AO|2048|44014878
AO|2049|44947047
AO|2050|45888061
AQ|1950|19100
AQ|1951|19500
AQ|1952|19300
AQ|1953|19200
AQ|1954|19500
AQ|1955|19800
AQ|1956|20100
AQ|1957|20300
AQ|1958|20500
AQ|1959|20400
AQ|1960|20000
AQ|1961|19900
AQ|1962|21000
AQ|1963|23100
AQ|1964|23200
AQ|1965|24600
AQ|1966|26700
AQ|1967|25100
AQ|1968|28100
AQ|1969|30400
AQ|1970|27267
AQ|1971|27731
AQ|1972|28202
AQ|1973|28612
AQ|1974|29057
AQ|1975|29640
AQ|1976|30272
AQ|1977|30839
AQ|1978|31411
AQ|1979|31964
AQ|1980|32418
AQ|1981|33595
AQ|1982|34706
AQ|1983|35838
AQ|1984|37092
AQ|1985|38633
AQ|1986|40164
AQ|1987|41876
AQ|1988|43623
AQ|1989|45384
AQ|1990|47199
AQ|1991|48569
AQ|1992|49954
AQ|1993|51382
AQ|1994|52733
AQ|1995|53906
AQ|1996|54959
AQ|1997|55967
AQ|1998|56930
AQ|1999|57847
AQ|2000|57771
AQ|2001|57609
AQ|2002|57395
AQ|2003|57180
AQ|2004|57094
AQ|2005|56953
AQ|2006|56652
AQ|2007|56348
AQ|2008|56046
AQ|2009|55751
AQ|2010|55467
AQ|2011|55198
AQ|2012|54947
AQ|2013|54719
AQ|2014|54517
AQ|2015|54343
AQ|2016|54194
AQ|2017|54069
AQ|2018|53961
AQ|2019|53866
AQ|2020|53782
AQ|2021|53706
AQ|2022|53629
AQ|2023|53541
AQ|2024|53437
AQ|2025|53316
AQ|2026|53181
AQ|2027|53030
AQ|2028|52862
AQ|2029|52678
AQ|2030|52478
AQ|2031|52263
AQ|2032|52035
AQ|2033|51799
AQ|2034|51559
AQ|2035|51314
AQ|2036|51070
AQ|2037|50831
AQ|2038|50602
AQ|2039|50385
AQ|2040|50182
AQ|2041|49994
AQ|2042|49827
AQ|2043|49683
AQ|2044|49561
AQ|2045|49461
AQ|2046|49384
AQ|2047|49332
AQ|2048|49303
AQ|2049|49296
AQ|2050|49308
AR|1950|17150336
AR|1951|17517342
AR|1952|17876956
AR|1953|18230816
AR|1954|18580559
AR|1955|18927821
AR|1956|19271511
AR|1957|19610538
AR|1958|19946539
AR|1959|20281150
AR|1960|20616009
AR|1961|20950583
AR|1962|21283783
AR|1963|21616403
AR|1964|21949244
AR|1965|22283100
AR|1966|22611604
AR|1967|22934225
AR|1968|23260514
AR|1969|23600026
AR|1970|23962313
AR|1971|24363816
AR|1972|24779799
AR|1973|25209829
AR|1974|25646371
AR|1975|26081880
AR|1976|26531280
AR|1977|26983828
AR|1978|27440272
AR|1979|27901971
AR|1980|28369799
AR|1981|28848055
AR|1982|29329880
AR|1983|29793552
AR|1984|30230644
AR|1985|30671759
AR|1986|31144993
AR|1987|31624620
AR|1988|32099320
AR|1989|32571624
AR|1990|33035578
AR|1991|33504409
AR|1992|33966849
AR|1993|34407154
AR|1994|34846891
AR|1995|35273844
AR|1996|35682960
AR|1997|36102160
AR|1998|36517919
AR|1999|36923417
AR|2000|37335653
AR|2001|37694169
AR|2002|37999450
AR|2003|38336881
AR|2004|38741833
AR|2005|39181261
AR|2006|39614434
AR|2007|40048816
AR|2008|40481998
AR|2009|40913584
AR|2010|41343201
AR|2011|41769726
AR|2012|42192494
AR|2013|42610981
AR|2014|43024374
AR|2015|43431886
AR|2016|43833328
AR|2017|44228776
AR|2018|44618171
AR|2019|45001591
AR|2020|45378990
AR|2021|45749863
AR|2022|46113755
AR|2023|46470695
AR|2024|46820926
AR|2025|47164630
AR|2026|47502160
AR|2027|47833886
AR|2028|48159920
AR|2029|48480344
AR|2030|48795143
AR|2031|49103951
AR|2032|49406277
AR|2033|49701946
AR|2034|49990788
AR|2035|50272500
AR|2036|50547245
AR|2037|50815123
AR|2038|51075717
AR|2039|51328635
AR|2040|51573485
AR|2041|51809789
AR|2042|52037126
AR|2043|52255245
AR|2044|52463883
AR|2045|52662795
AR|2046|52851983
AR|2047|53031505
AR|2048|53201274
AR|2049|53361214
AR|2050|53511279
AS|1950|8267337
AS|1951|8510600
AS|1952|8691212
